code,name,"Agriculture, forestry and fishing",Mining,Manufacturing,"Electricity, gas, water and waste services",Construction,Wholesale trade,Retail trade,Accommodation and food services,"Transport, postal and warehousing",Information media and telecommunications,Finance and insurance services,"Rental, hiring and real estate services","Professional, scientific and technical services",Administrative and support services,Public administration and safety,Education and training,Health care and social assistance,Arts and recreation services,Other services,total,"Agriculture, forestry and fishing",Mining,Manufacturing,"Electricity, gas, water and waste services",Construction,Wholesale trade,Retail trade,Accommodation and food services,"Transport, postal and warehousing",Information media and telecommunications,Finance and insurance services,"Rental, hiring and real estate services","Professional, scientific and technical services",Administrative and support services,Public administration and safety,Education and training,Health care and social assistance,Arts and recreation services,Other services,median_income_per_job
SA2,SA2 NAME,Number of jobs ('000),Number of jobs ('000),Number of jobs ('000),Number of jobs ('000),Number of jobs ('000),Number of jobs ('000),Number of jobs ('000),Number of jobs ('000),Number of jobs ('000),Number of jobs ('000),Number of jobs ('000),Number of jobs ('000),Number of jobs ('000),Number of jobs ('000),Number of jobs ('000),Number of jobs ('000),Number of jobs ('000),Number of jobs ('000),Number of jobs ('000),Number of jobs ('000),Median employee income per job ($),Median employee income per job ($),Median employee income per job ($),Median employee income per job ($),Median employee income per job ($),Median employee income per job ($),Median employee income per job ($),Median employee income per job ($),Median employee income per job ($),Median employee income per job ($),Median employee income per job ($),Median employee income per job ($),Median employee income per job ($),Median employee income per job ($),Median employee income per job ($),Median employee income per job ($),Median employee income per job ($),Median employee income per job ($),Median employee income per job ($),Median employee income per job ($)
115011555,Castle Hill - North,0,0,0.4,0,0.6,0.6,0.8,0.5,0.1,0.2,0.6,0.2,1.1,0.5,0.4,0.9,0.8,0.2,0.2,8.4,"19,426","75,068","74,166","115,000","48,639","66,323","20,867","7,746","64,676","78,869","69,200","44,014","59,262","29,476","57,469","36,176","35,969","12,067","27,000","41,744"
115011556,Castle Hill - South,0,0,0.3,0,0.4,0.5,0.7,0.4,0.2,0.2,0.5,0.2,0.9,0.6,0.3,0.7,0.7,0.1,0.2,7.3,"6,785","90,937","73,702","124,203","60,224","66,500","20,632","10,838","61,082","65,664","74,862","47,037","68,400","25,173","59,232","38,751","34,816","14,716","29,249","43,098"
115011557,Castle Hill - West,0,0,0.2,0,0.2,0.2,0.4,0.3,0.1,0.1,0.3,0.1,0.5,0.3,0.2,0.4,0.4,0,0.1,4,"5,087","96,923","85,960","127,378","57,000","77,917","21,736","8,305","53,124","90,548","71,742","48,926","59,499","19,595","71,352","40,804","42,147","8,923","30,175","44,234"
115011558,Cherrybrook,0,0,0.6,0.1,0.6,0.9,1.2,0.7,0.3,0.4,1.2,0.2,2,0.9,0.7,1.5,1.3,0.2,0.3,13.5,"10,885","63,592","66,853","128,268","49,777","72,554","20,195","8,790","58,673","90,428","76,417","41,549","64,259","27,440","71,756","30,938","33,631","11,805","28,913","44,616"
115011559,Kellyville,0,0,1,0.2,1.4,1.3,1.9,1.2,0.4,0.4,1.5,0.4,2.2,1.5,1,1.8,1.9,0.3,0.6,19.8,"57,338","70,319","77,402","117,098","52,031","71,211","23,997","9,447","69,770","79,134","76,619","49,853","61,369","23,749","72,460","41,656","35,584","8,642","35,401","44,242"
115021297,Dural - Kenthurst - Wisemans Ferry,0.2,0,0.8,0.1,1.9,0.9,1.4,0.9,0.4,0.3,0.8,0.4,1.4,0.9,0.6,1.4,1.3,0.3,0.6,15.5,"20,121","85,088","55,440","96,417","49,227","59,743","22,243","8,211","56,194","53,146","51,405","42,120","46,620","24,466","49,521","34,391","33,633","10,144","34,070","36,225"
115021298,Galston - Laughtondale,0.1,0,0.2,0,0.4,0.2,0.3,0.2,0.1,0.1,0.2,0.1,0.4,0.2,0.2,0.4,0.3,0.1,0.2,3.6,"31,205","39,651","56,192","78,260","51,577","49,998","21,979","5,960","40,735","20,761","47,220","50,756","45,006","26,344","51,986","40,341","30,041","19,068","29,584","37,039"
115031299,Bilpin - Colo - St Albans,0.1,0,0.1,0,0.2,0.1,0.1,0.2,0.1,0,0.1,0,0.1,0.1,0.1,0.1,0.2,0,0.1,1.8,"17,441","80,155","45,603","100,268","39,885","53,745","22,043","8,716","44,199","18,702","37,500","31,200","44,574","26,660","50,137","42,634","40,986","22,195","32,000","33,024"
115031300,Kurrajong Heights - Ebenezer,0.4,0,1.1,0.1,2.3,0.8,1.4,1,0.6,0.2,0.5,0.3,0.9,0.9,1,1.6,1.4,0.3,0.7,16.2,"28,830","71,381","59,578","92,985","46,107","59,065","23,455","7,799","51,728","44,696","40,343","36,446","44,919","24,192","67,260","51,487","34,885","11,505","31,731","38,919"
115041301,Pitt Town - McGraths Hill,0.1,0,0.5,0.1,1.5,0.4,0.7,0.5,0.3,0.1,0.3,0.2,0.5,0.5,0.4,0.6,0.6,0.2,0.4,8.1,"27,514","81,470","57,243","107,686","49,259","57,153","23,355","7,813","53,324","28,846","40,748","43,500","41,894","24,019","59,470","43,534","39,731","11,922","31,782","40,000"
115041302,Rouse Hill - Beaumont Hills,0.1,0,1.4,0.2,2.2,1.8,2.9,1.7,0.8,0.6,1.9,0.6,2.8,2.2,1.4,2.3,2.7,0.4,0.8,28.1,"20,163","73,760","74,170","117,660","51,965","67,867","25,383","8,666","68,411","83,256","72,764","42,005","64,126","25,920","76,053","50,021","37,465","12,848","31,683","46,268"
116011303,Blacktown (East) - Kings Park,0,0,0.8,0.1,0.8,0.7,1.4,1.1,0.7,0.2,0.6,0.2,1,2,0.7,0.7,1.4,0.1,0.4,13.4,"9,075","82,125","51,735","74,817","42,707","53,319","23,197","9,983","52,412","60,239","48,324","37,942","45,509","11,454","54,990","45,112","28,212","17,840","20,290","29,720"
116011304,Blacktown (North) - Marayong,0,0,1,0.1,0.9,0.7,1.4,1.1,0.8,0.2,0.8,0.2,1,2,0.7,0.7,1.6,0.2,0.5,14.5,"11,495","61,810","52,988","75,027","42,695","50,660","24,776","10,321","52,833","57,078","55,550","31,439","43,229","12,493","56,600","43,804","33,795","10,149","25,792","32,978"
116011306,Doonside - Woodcroft,0,0,1.2,0.1,0.9,0.9,1.8,1.1,1,0.3,1,0.2,1,2.5,0.9,1,2,0.2,0.4,17.3,"29,090","72,511","54,972","87,897","48,684","54,009","26,676","10,556","62,959","65,486","58,886","41,953","48,150","13,979","60,000","39,050","36,135","9,191","27,128","36,940"
116011307,Lalor Park - Kings Langley,0,0,1.1,0.1,1.4,1.1,1.7,1.1,0.7,0.3,1,0.3,1.4,1.9,1,1.4,1.8,0.3,0.6,17.7,"14,019","80,905","59,960","97,826","46,106","56,720","24,113","10,981","57,317","63,395","56,669","41,383","56,448","16,581","58,188","46,916","33,979","11,642","31,883","39,501"
116011308,Seven Hills - Toongabbie,0.1,0,1.3,0.2,1.2,1.2,1.9,1.3,0.9,0.2,1.1,0.3,1.6,2.6,1,1.1,1.9,0.3,0.5,19.4,"15,297","50,721","57,688","102,242","45,367","54,649","24,003","10,387","55,517","65,027","57,378","36,184","57,043","14,091","61,932","39,954","35,805","9,800","29,340","36,981"
116011560,Blacktown (South),0,0,0.6,0.1,0.5,0.5,0.9,0.6,0.6,0.1,0.5,0.2,0.5,1.4,0.5,0.5,1,0.1,0.2,9.2,"6,648","70,785","52,949","70,270","39,083","51,203","23,213","11,356","54,002","54,173","45,053","45,607","47,361","12,504","56,042","39,100","34,734","9,443","24,284","32,202"
116011561,Blacktown (West),0,0,0.9,0.1,0.8,0.7,1.2,1,0.7,0.1,0.7,0.2,0.8,1.9,0.6,0.6,1.4,0.2,0.3,12.5,"13,038","67,076","54,031","81,482","42,446","52,035","22,620","10,169","57,160","60,289","47,045","41,179","42,726","11,989","48,103","40,825","32,343","10,912","28,604","32,440"
116021309,Glenwood,0,0,0.7,0.1,0.7,0.7,1.3,0.8,0.5,0.2,0.9,0.2,1.3,1.1,0.8,0.9,1.2,0.2,0.3,12.4,"19,743","75,771","69,133","110,531","53,903","63,365","21,639","7,176","66,979","89,610","69,920","44,305","53,506","18,675","70,778","36,322","38,527","10,365","27,979","42,719"
116021310,Parklea - Kellyville Ridge,0.1,0,1.3,0.2,1.4,1.4,2.3,1.3,0.8,0.5,1.9,0.4,2.3,2.1,1.4,1.8,2.3,0.3,0.5,23.4,"33,902","79,553","72,731","109,247","58,182","72,726","25,890","9,306","68,747","91,389","72,606","49,615","66,041","23,928","71,348","49,302","38,484","14,809","36,811","49,968"
116021312,Riverstone - Marsden Park,0.1,0.1,2,0.3,3,2.1,3.3,2.1,1.7,0.8,2.4,0.7,3.5,4.1,1.8,2.2,3.9,0.4,1,36.8,"24,662","73,746","61,208","89,883","51,422","61,842","28,538","11,990","61,008","81,628","65,804","42,285","61,226","19,634","66,548","50,570","37,363","12,680","30,036","44,487"
116021562,Acacia Gardens, np ,0,0.2,0,0.2,0.2,0.3,0.1,0.1,0.1,0.2,0,0.3,0.3,0.2,0.2,0.3,0,0.1,2.9,np,"161,291","69,202","101,804","54,403","62,719","24,782","9,104","54,201","81,667","68,410","40,831","50,561","28,351","70,141","50,311","39,951","13,330","40,888","45,808"
116021563,Quakers Hill,0,0,1.1,0.1,1.2,1,1.9,1.1,0.8,0.4,1.2,0.3,1.6,2,1.1,1.4,2,0.3,0.5,18.5,"18,446","67,700","64,475","100,089","52,245","58,946","24,755","9,619","58,047","70,984","64,989","46,973","58,024","17,637","56,898","43,779","36,204","8,850","29,813","41,000"
116031313,Bidwill - Hebersham - Emerton,0,0,0.9,0.1,0.9,0.6,1.1,0.7,0.8,0.1,0.4,0.1,0.4,2.2,0.5,0.5,1,0.1,0.3,11,"48,324","81,084","51,130","50,559","37,758","50,079","30,674","9,580","49,999","43,452","32,862","39,034","33,068","10,954","42,800","37,082","30,737","12,203","24,586","28,501"
116031314,Glendenning - Dean Park,0, np ,0.5,0.1,0.4,0.4,0.6,0.4,0.4,0.1,0.3,0.1,0.3,0.7,0.3,0.3,0.7,0.1,0.2,6.2,"37,703",np,"59,355","79,349","48,801","58,343","26,824","11,792","63,418","64,549","55,202","50,460","40,463","14,476","58,754","41,052","37,531","14,162","20,875","40,240"
116031315,Hassall Grove - Plumpton,0,0,1.4,0.1,1,0.9,1.7,1,1.1,0.2,0.8,0.2,0.8,2.3,0.8,0.8,1.7,0.2,0.4,16.1,"26,418","83,497","62,469","80,395","42,526","55,862","28,197","10,071","59,889","58,830","52,658","33,447","43,919","13,898","54,996","41,073","37,628","13,083","37,180","38,453"
116031316,Lethbridge Park - Tregear,0.1,0,1,0.2,1,0.8,1.3,0.9,0.9,0.1,0.6,0.2,0.6,2.5,0.6,0.5,1.2,0.2,0.3,13.4,"27,903","76,692","53,715","63,547","39,299","52,681","29,366","8,444","55,496","57,394","43,241","37,419","37,858","10,465","45,741","40,028","37,316","7,627","30,654","31,511"
116031317,Mount Druitt - Whalan,0,0,1.1,0.1,0.9,0.7,1.5,1,0.9,0.1,0.6,0.2,0.8,2.5,0.7,0.7,1.4,0.2,0.4,14.3,"44,973","47,290","54,259","64,517","31,928","49,393","24,025","8,956","52,815","53,419","39,390","41,972","32,901","13,429","41,849","30,746","32,910","11,637","21,708","29,699"
116031318,Prospect Reservoir, np , np ,0, np , np ,0,0, np , np , np , np , np , np ,0, np , np , np , np ,0,0.1,np,np,"73,447",np,np,"180,393","75,221",np,np,np,np,np,np,"71,245",np,np,np,np,"62,846","112,995"
116031319,Rooty Hill - Minchinbury,0,0,1.2,0.2,1.1,0.9,1.7,1.1,1,0.2,0.8,0.3,0.9,2.4,0.8,0.9,1.7,0.3,0.4,16.4,"28,566","77,424","58,515","84,182","43,746","54,133","27,812","10,170","59,487","53,430","52,539","45,000","49,226","13,215","52,592","44,067","38,517","10,925","34,626","37,441"
117011320,Banksmeadow,0, np ,0, np ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,"3,246",np,"74,421",np,"49,049","78,972","31,899","23,077","80,194","1,631","58,606","18,970","72,565","5,910","78,690","43,520","27,967","20,606","6,000","43,411"
117011321,Botany,0,0,0.4,0,0.8,0.5,0.8,0.7,0.7,0.2,0.5,0.3,0.8,0.9,0.8,0.9,0.8,0.2,0.3,10.1,"8,349","118,721","56,999","88,719","54,072","55,301","23,047","14,803","66,521","77,893","68,822","43,587","59,115","18,766","73,464","54,633","40,637","23,899","40,871","46,403"
117011322,Mascot - Eastlakes,0.2,0,0.8,0.1,1.6,1.1,2.5,3.9,1.2,0.5,1.4,0.6,2.7,3.5,1.2,1.5,1.6,0.4,0.8,26.5,"4,786","77,680","45,838","71,083","42,426","46,764","19,254","9,614","56,603","42,186","60,686","31,250","49,723","11,060","68,046","24,153","31,377","15,942","27,819","25,987"
117011323,Pagewood - Hillsdale - Daceyville,0.1,0,0.3,0,0.8,0.4,0.9,0.8,0.5,0.2,0.5,0.2,0.8,1,0.7,0.9,1,0.2,0.3,10.1,"5,275","51,322","49,918","81,609","40,173","49,675","21,932","12,668","57,774","28,386","56,736","30,659","48,595","13,826","64,259","40,844","35,061","15,104","29,192","33,263"
117011324,Port Botany Industrial, np , np , np , np ,0,0, np , np , np , np , np , np , np ,0, np , np , np , np ,0,0,np,np,np,np,"86,817","30,000",np,np,np,np,np,np,np,"6,865",np,np,np,np,"34,200","51,103"
117011325,Sydney Airport, np , np , np , np , np , np , np , np , np , np , np , np , np , np , np , np , np , np , np ,0,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,"57,088"
117021326,Marrickville,0.1,0,0.9,0.1,0.9,0.8,1.7,2.2,0.6,1.3,1.3,0.4,2.7,2.1,1.4,2.4,1.5,0.8,0.8,22.6,"4,728","83,559","44,645","97,312","46,284","47,641","23,960","10,777","61,721","35,153","80,565","47,782","58,441","17,929","70,728","46,383","39,311","14,527","36,138","38,124"
117021327,Petersham - Stanmore,0.1,0,0.5,0.1,0.6,0.7,1.3,1.7,0.4,1.2,1.1,0.3,2.6,1.9,1.2,2.3,1.3,0.6,0.6,19.1,"4,727","80,750","44,081","117,547","63,674","54,268","23,018","8,886","66,729","32,491","85,212","45,110","63,721","13,737","68,215","37,017","36,376","16,184","36,428","36,560"
117021328,Sydenham - Tempe - St Peters,0,0,0.3,0,0.3,0.3,0.5,0.7,0.3,0.4,0.4,0.1,0.9,0.8,0.5,0.7,0.5,0.2,0.2,7.5,"7,168","130,827","50,932","91,664","56,967","50,042","25,057","10,822","64,660","45,566","86,192","55,610","62,663","19,349","71,445","49,779","45,372","14,849","41,871","41,492"
117031329,Darlinghurst,0.2,0,0.3,0,0.3,0.4,0.8,1.8,0.2,0.6,1,0.3,2.1,1.8,0.5,0.8,0.6,0.4,0.3,12.7,"2,690","31,029","45,725","24,935","27,350","61,499","25,754","8,986","55,623","49,510","89,703","55,874","71,666","9,344","78,819","26,128","39,705","13,863","30,887","29,741"
117031330,Erskineville - Alexandria,0.1,0,0.5,0.1,0.6,0.7,1.1,1.4,0.5,1.1,1.5,0.3,3.3,1.9,1.1,1.7,1,0.6,0.5,18.6,"5,164","93,500","66,015","91,131","60,000","68,951","25,381","11,841","73,345","58,984","93,151","60,343","74,144","24,220","78,990","46,611","46,082","19,863","51,858","53,165"
117031331,Glebe - Forest Lodge,0.1,0,0.4,0.1,0.5,0.5,1.2,1.6,0.3,1,1.2,0.3,2.9,1.9,0.9,2.3,1.1,0.5,0.5,17.9,"2,552","71,062","50,464","101,908","50,461","52,834","17,916","9,119","55,510","50,190","90,241","51,290","60,166","11,994","62,729","33,518","32,202","15,720","35,920","34,130"
117031332,Newtown - Camperdown - Darlington,0.2,0,0.5,0.1,0.7,0.7,1.5,2.4,0.4,1.4,1.3,0.3,3.4,2.5,1.3,2.9,1.5,0.8,0.7,23.4,"3,065","66,208","45,221","73,904","47,074","48,267","17,422","8,056","56,465","46,451","84,797","49,540","58,564","11,504","71,301","27,231","33,840","14,598","31,755","31,448"
117031333,Potts Point - Woolloomooloo,0.7,0,0.5,0.1,0.8,0.7,1.3,2.7,0.4,0.9,1.6,0.6,3.4,3.5,1.1,1.2,0.9,0.5,0.4,22,"2,203","113,431","20,237","65,319","19,728","47,331","20,009","7,809","55,342","49,788","91,370","38,390","65,359","6,581","75,691","37,887","47,089","15,100","32,590","25,963"
117031334,Pyrmont - Ultimo,0.3,0,0.5,0,0.6,0.7,1.4,4.9,0.4,0.6,1.5,0.5,2.9,3.4,0.6,1.4,0.9,0.7,0.5,22.4,"2,557","60,273","21,632","94,968","30,722","33,070","14,753","6,835","36,433","70,288","87,010","20,775","57,075","6,522","68,062","18,072","26,632","25,623","17,638","17,381"
117031335,Redfern - Chippendale,0.3,0,0.5,0.1,0.6,0.7,1.5,3.3,0.4,1,1.2,0.4,3.1,3,0.9,1.8,1.1,0.5,0.5,21.7,"2,627","76,731","30,252","51,726","30,587","38,136","17,895","7,286","52,000","42,823","77,403","21,496","55,908","7,806","67,620","27,525","31,020","13,575","24,457","21,700"
117031336,Surry Hills,0.4,0,0.4,0.1,0.5,0.6,1.1,2.8,0.3,0.9,1.3,0.3,3.2,3.1,0.7,1.1,0.9,0.5,0.5,19.1,"2,679","108,219","38,299","79,478","34,075","52,712","20,046","8,801","58,212","47,397","93,306","37,500","66,628","8,915","73,793","33,464","41,355","15,176","27,664","26,831"
117031337,Sydney - Haymarket - The Rocks,1.6,0.1,0.9,0.1,1.2,1.3,2.7,13.2,0.6,0.8,2.6,0.9,4.6,7.3,0.7,1.2,1.3,0.8,0.9,43.6,"2,474","63,753","13,975","32,336","16,926","19,771","13,651","7,643","16,738","19,788","68,262","18,346","43,316","5,531","72,109","13,748","18,665","12,489","12,239","11,473"
117031338,Waterloo - Beaconsfield,0.4,0.1,0.8,0.1,2.1,1.5,2.7,3.7,1,1.3,2.5,0.9,5.1,5.1,1.5,2.5,2,0.8,0.9,35.8,"3,213","78,191","45,185","63,160","44,395","51,407","20,785","8,983","58,455","50,546","75,306","33,654","56,342","12,117","74,209","29,669","37,090","24,497","29,849","31,589"
118011339,Bondi - Tamarama - Bronte,0.3,0,0.4,0.1,1,0.7,1.3,2.3,0.3,1,1.4,0.5,3,2.8,0.6,1.3,1.1,0.5,0.5,19.8,"3,038","76,325","52,895","80,925","38,911","57,239","16,846","6,494","55,208","39,928","94,253","45,289","64,811","7,425","61,314","27,646","31,455","12,715","22,716","26,553"
118011340,Bondi Beach - North Bondi,0.6,0,0.6,0.1,1,0.8,1.6,3.6,0.3,1.3,1.6,0.5,3.7,3.6,0.6,1.4,1.1,0.6,0.5,24.2,"2,748","93,143","32,635","62,250","33,081","53,774","15,527","6,371","52,383","31,583","104,412","39,999","65,169","6,596","59,283","30,938","32,207","13,191","21,450","21,000"
118011341,Bondi Junction - Waverly,0.3,0,0.4,0.1,0.9,0.6,1.1,2.1,0.3,0.7,1.4,0.4,2.4,3.1,0.7,1.2,1.1,0.4,0.5,18.2,"2,530","76,260","38,540","100,984","35,786","45,982","17,311","6,609","54,975","50,795","96,197","37,801","60,219","6,671","61,644","24,074","32,580","15,233","26,374","23,900"
118011342,Centennial Park, np , np , np , np , np , np , np , np , np , np , np , np , np , np , np , np , np , np , np , np ,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np
118011343,Double Bay - Bellevue Hill,0.2,0,0.5,0.1,0.6,0.8,1.3,1.5,0.3,1,2,0.7,3.2,2.1,0.7,1.5,1.3,0.4,0.5,19.5,"4,488","62,947","51,949","95,692","52,324","58,603","20,751","8,609","70,829","47,761","100,076","51,797","62,219","14,828","63,688","22,337","40,000","15,581","24,458","38,529"
118011344,Dover Heights,0,0,0.2,0,0.3,0.4,0.7,0.6,0.1,0.3,0.7,0.3,1.2,0.7,0.3,0.7,0.7,0.2,0.3,8.3,"8,549","284,127","62,698","74,221","65,160","54,750","17,910","8,660","64,312","45,094","80,000","58,538","58,900","19,115","56,116","26,028","32,855","13,335","21,525","36,746"
118011345,Paddington - Moore Park,0.1,0,0.3,0,0.4,0.5,0.9,1.2,0.2,0.8,1.4,0.4,2.6,1.4,0.5,1,0.8,0.4,0.3,13.6,"6,326","58,671","65,091","135,065","60,245","66,745","25,000","8,774","81,654","46,331","114,181","66,727","67,169","16,913","69,680","28,109","46,112","17,632","46,472","45,600"
118011346,Rose Bay - Vaucluse - Watsons Bay,0.1,0,0.2,0,0.3,0.4,0.6,0.6,0.1,0.3,0.8,0.3,1.2,0.7,0.3,0.8,0.6,0.2,0.2,8.2,"5,062","88,868","50,997","157,233","57,051","58,458","20,349","10,661","53,099","34,285","91,678","46,373","55,009","21,423","57,368","12,671","35,177","25,572","26,100","36,061"
118011347,Woollahra,0.1,0,0.1,0,0.2,0.2,0.4,0.5,0.1,0.3,0.6,0.2,1.1,0.6,0.2,0.5,0.4,0.1,0.1,6,"6,847","46,710","64,380","103,061","45,448","70,182","22,939","8,514","70,564","59,114","100,244","66,654","64,817","15,610","48,186","21,953","35,416","18,235","31,333","40,149"
118021348,Coogee - Clovelly,0.3,0,0.5,0.1,1.5,0.8,1.3,2,0.5,1.2,1.6,0.6,3.3,3,1.2,2.3,1.8,0.6,0.6,24,"3,150","109,779","57,838","112,460","49,000","62,009","19,001","8,575","69,298","43,191","95,496","45,576","63,524","12,910","73,664","36,179","39,647","13,296","34,636","36,200"
118021350,Malabar - La Perouse - Chifley,0.1,0,0.5,0.1,1.3,0.6,1.3,1.1,0.9,0.4,0.9,0.4,1.5,1.3,1.2,1.7,1.4,0.4,0.5,16.5,"7,673","67,806","64,772","88,011","49,505","58,449","20,054","13,044","64,859","46,120","72,162","41,400","55,251","20,453","65,963","44,803","36,124","11,954","35,315","41,600"
118021564,Kensington (NSW),0.1,0,0.2,0,0.4,0.3,0.8,1,0.2,0.3,0.6,0.2,1.2,0.9,0.4,1.3,0.7,0.3,0.2,9.6,"3,439","50,688","36,997","82,635","45,036","54,260","16,985","7,482","59,619","39,913","79,520","44,926","47,167","10,430","70,712","18,373","38,267","18,480","21,056","26,992"
118021565,Kingsford,0.1,0,0.2,0,0.4,0.3,0.9,1.1,0.3,0.3,0.6,0.2,1.1,1,0.4,1.5,0.8,0.2,0.3,10.1,"6,849","32,932","30,000","67,717","46,576","45,355","15,311","6,952","54,000","46,669","72,234","46,827","50,929","11,238","55,543","19,302","35,012","11,511","23,146","25,612"
118021566,Maroubra - North,0,0,0.2,0,0.5,0.3,0.5,0.6,0.3,0.3,0.5,0.2,0.9,0.7,0.4,0.8,0.6,0.2,0.2,7.6,"3,170","147,944","64,351","121,487","51,235","63,611","19,470","10,284","58,530","41,917","81,776","43,311","57,167","15,759","68,896","33,548","40,171","13,472","32,517","38,387"
118021567,Maroubra - South,0.1,0,0.3,0,0.6,0.3,0.6,0.8,0.3,0.3,0.5,0.2,1,0.9,0.5,0.9,0.8,0.2,0.3,8.8,"4,446","71,207","48,803","91,127","40,861","58,628","19,233","9,415","61,773","43,996","75,720","34,200","55,985","11,260","67,651","41,320","34,017","11,522","27,502","32,654"
118021568,Maroubra - West,0.1,0,0.3,0,0.5,0.3,0.6,0.8,0.3,0.2,0.6,0.2,0.9,0.9,0.4,0.8,0.7,0.2,0.2,8.4,"3,106","170,157","55,518","62,780","40,600","48,055","21,323","10,905","56,043","56,591","77,625","29,095","50,797","11,555","67,683","29,805","33,747","20,375","28,960","31,117"
118021569,Randwick - North,0.2,0,0.3,0.1,0.9,0.5,0.9,1.1,0.3,0.7,1.1,0.3,2,1.9,0.7,1.6,1.3,0.4,0.4,15.3,"5,072","121,175","58,173","108,470","48,800","55,454","21,076","8,271","71,593","47,603","95,987","38,619","63,104","12,734","67,591","37,797","39,392","20,966","31,116","37,000"
118021570,Randwick - South,0.2,0,0.2,0,0.7,0.3,0.7,1,0.2,0.4,0.7,0.2,1.4,1.5,0.6,1.2,1,0.3,0.3,11.7,"5,797","122,386","43,076","94,348","36,538","56,038","18,052","7,858","71,875","49,562","92,463","51,449","58,171","11,408","63,653","26,738","36,936","15,225","28,454","31,869"
119011354,Bass Hill - Georges Hall,0,0,0.8,0.1,1.2,0.7,1.3,0.8,0.7,0.2,0.6,0.2,0.7,1.1,0.6,1,1,0.2,0.5,12.1,"41,965","51,740","48,615","84,532","37,547","45,000","21,896","10,763","48,547","49,749","41,630","40,000","41,538","18,161","40,153","38,404","26,825","13,597","20,968","31,660"
119011355,Chullora,0, np ,0.1,0,0.1,0,0.1,0.1,0,0,0.1,0,0.1,0.1,0.1,0.1,0.1,0,0,0.9,"2,645",np,"52,378","90,576","37,264","56,384","22,327","15,478","47,030","70,093","78,658","42,412","51,863","15,600","65,137","45,430","36,265","49,797","15,631","37,300"
119011356,Condell Park,0,0,0.4,0,0.7,0.4,0.8,0.5,0.3,0.1,0.3,0.1,0.5,0.7,0.3,0.5,0.6,0.1,0.4,7.1,"33,584","44,146","46,439","68,150","33,484","46,353","22,522","13,886","44,718","38,934","46,902","36,849","42,780","18,424","52,314","34,012","30,710","15,714","22,290","31,903"
119011357,Greenacre - Mount Lewis,0,0,0.6,0.1,1.3,0.7,1.7,0.9,0.8,0.2,0.7,0.3,0.9,1.3,0.8,1.2,1.3,0.1,0.5,14.2,"12,953","44,182","46,465","75,847","35,460","41,923","20,192","11,951","45,332","64,242","46,006","35,921","39,379","17,676","36,762","33,702","29,445","10,331","23,940","30,000"
119011358,Padstow,0,0,0.7,0.1,0.8,0.6,1.1,0.9,0.7,0.2,0.8,0.2,0.9,1,0.8,1,1,0.2,0.4,11.8,"3,063","125,450","52,928","90,006","43,196","52,697","22,857","12,168","65,012","58,308","62,751","38,767","57,557","17,785","59,378","42,967","33,279","17,082","29,725","38,926"
119011359,Panania - Milperra - Picnic Point,0,0,1,0.1,1.5,1,1.6,1.3,1,0.4,1.2,0.4,1.5,1.5,1.3,1.9,1.5,0.4,0.6,18.8,"20,474","79,550","57,484","95,336","49,395","55,637","23,359","11,454","62,020","34,638","62,996","48,497","50,114","20,222","61,711","47,218","33,249","13,809","34,355","40,911"
119011360,Revesby,0,0,0.7,0.1,0.9,0.6,1.1,0.9,0.6,0.2,0.8,0.2,0.9,1.1,0.7,1,1,0.2,0.4,11.7,"4,461","83,176","53,368","92,617","48,893","51,885","23,317","12,780","59,194","53,453","59,269","48,699","52,709","21,152","60,887","45,134","31,742","10,070","29,486","38,611"
119011361,Yagoona - Birrong,0,0,0.8,0.1,1,0.7,1.4,0.9,0.6,0.1,0.6,0.2,0.8,1.3,0.6,0.8,1.1,0.1,0.5,12.3,"14,620","45,911","47,512","80,509","36,500","41,416","19,755","12,155","54,811","58,486","44,259","35,970","41,368","16,140","49,570","37,364","31,445","13,986","21,870","31,008"
119011571,Bankstown - North,0,0,0.6,0,0.6,0.5,1.2,0.9,0.5,0.2,0.5,0.2,0.7,1.2,0.5,0.5,0.9,0.1,0.4,10.2,"9,423","18,424","45,309","45,284","34,900","44,026","20,377","13,233","50,019","53,409","47,892","32,821","38,520","14,119","32,165","24,867","27,136","15,942","20,000","27,040"
119011572,Bankstown - South,0,0,0.8,0,0.7,0.5,1.1,1,0.5,0.1,0.5,0.2,0.7,1.2,0.5,0.5,0.9,0.1,0.7,10.4,"10,170","47,150","43,717","35,475","30,158","38,643","20,570","11,700","50,374","45,368","47,820","25,964","38,071","15,012","38,458","27,652","28,350","23,691","15,954","25,825"
119021362,Belmore - Belfield,0,0,0.5,0.1,1,0.6,1.4,1.2,0.5,0.2,0.7,0.2,0.9,1.4,0.7,0.9,1.3,0.2,0.5,12.9,"8,541","78,445","43,870","47,415","41,125","42,811","22,161","14,343","57,781","54,852","50,285","47,871","46,642","14,262","49,762","38,071","34,060","20,930","28,150","32,052"
